IDpol,ClaimAmount
4085358.0,1204.0
4019521.0,1204.0
4036399.0,1204.0
4054068.0,1204.0
4072487.0,1139.19
4034763.0,1204.0
4074168.0,19042.19
4074168.0,1204.0
4056619.0,5423.52
4056619.0,602.0
4017256.0,1204.0
4004791.0,1204.0
4078660.0,602.0
4001036.0,1204.0
4050709.0,1204.0
4050247.0,602.0
1007608.0,655.08
4041419.0,7000.0
4022500.0,1204.0
4040576.0,1255.43
4040576.0,1204.0
4060178.0,2142.66
4042546.0,42.99
4022582.0,602.0
4021985.0,1204.0
4035478.0,1204.0
4047363.0,1204.0
4080008.0,1204.0
4051125.0,3663.44
4054318.0,1204.0
4053558.0,88.5
4050770.0,1204.0
4037199.0,1204.0
4046534.0,553.82
4076733.0,1204.0
4047404.0,1204.0
4029297.0,1204.0
4077133.0,160.0
4078654.0,1204.0
4056857.0,1204.0
4041686.0,86.09
4039840.0,35193.25
4039840.0,1204.0
4073123.0,1204.0
4023751.0,1204.0
4086286.0,959.9
4074474.0,6.75
4080790.0,652.68
4055082.0,1204.0
4055969.0,1204.0
4008676.0,1204.0
4044981.0,1204.0
4033849.0,1204.0
4077440.0,321.62
4049217.0,18536.3
4049217.0,4950.0
4021200.0,1204.0
4054795.0,1204.0
4000737.0,317.93
4054976.0,556.14
4049000.0,1204.0
4042363.0,1204.0
4033498.0,1204.0
1007981.0,279.85
4039644.0,1204.0
4012843.0,1204.0
4011503.0,1204.0
4034646.0,1204.0
4027409.0,3417.88
1012209.0,1505.14
4080646.0,1204.0
1012209.0,1128.12
4016873.0,1204.0
4048384.0,1204.0
4079967.0,1448.77
4079967.0,480.0
4007812.0,1792.58
4077683.0,1371.4
1008207.0,1128.12
4076422.0,83.53
4061669.0,5507.0
4061669.0,1204.0
4079560.0,1204.0
4010176.0,1204.0
4016626.0,347.17
4026451.0,1204.0
4079170.0,1244.62
1009054.0,7787.05
4037946.0,835.07
4037946.0,1204.0
4020151.0,84.02
4017773.0,4381.17
4005829.0,85.51
4005829.0,1204.0
4071316.0,1204.0
4022709.0,602.0
4057109.0,556.14
4057480.0,1204.0
4022797.0,1204.0
4013135.0,634.04
4031948.0,1204.0
4025508.0,1204.0
1009513.0,1128.12
4044709.0,1204.0
4077216.0,796.53
4038027.0,1204.0
1012326.0,1128.0
4086503.0,1204.0
1013843.0,1837.63
4014913.0,1204.0
4021192.0,1204.0
4083676.0,1204.0
4053435.0,237.15
1010083.0,1128.12
4032668.0,556.14
4032668.0,1204.0
4033982.0,1204.0
4006130.0,18999.75
1010215.0,564.06
4071303.0,1204.0
4036722.0,1204.0
4017457.0,89.7
4061145.0,379.95
4033625.0,602.0
1013661.0,1128.12
4071127.0,84.92
4071127.0,1204.0
1009842.0,1128.0
4056842.0,602.0
4023867.0,1204.0
4084004.0,1204.0
1008372.0,1128.12
4021770.0,1204.0
4042068.0,3956.14
4042068.0,1204.0
4041886.0,1204.0
4039366.0,356.47
4077216.0,1204.0
4008798.0,556.14
4085153.0,1204.0
4084102.0,1204.0
1534.0,671.05
4062330.0,1692.81
4004509.0,1810.26
4004509.0,1745.1
4073123.0,1204.0
1014164.0,1128.0
4006078.0,1618.57
4009183.0,1204.0
4003216.0,1204.0
4053435.0,1211.0
4072740.0,362.26
4073389.0,1204.0
4024119.0,1204.0
4011563.0,1204.0
4022086.0,602.0
4015249.0,1204.0
4035876.0,1204.0
4022281.0,1204.0
4077488.0,950.86
1008000.0,1128.0
4063533.0,1922.13
4032095.0,683.35
4032095.0,660.0
4081373.0,772.22
4081373.0,1320.0
4077182.0,673.66
4077182.0,685.12
4030586.0,1204.0
4070452.0,1204.0
4074250.0,203.5
4074250.0,3600.62
4021893.0,1204.0
4031288.0,556.14
4045036.0,1204.0
4061515.0,1204.0
4027482.0,602.0
4053690.0,1204.0
4028946.0,1204.0
1007219.0,1128.12
4009556.0,556.14
4000054.0,1204.0
4047952.0,1443.01
4063325.0,1204.0
4055003.0,1204.0
4084269.0,1162.67
4037800.0,1204.0
4018655.0,1204.0
4007984.0,82.05
4062035.0,1204.0
4013136.0,15174.47
4049000.0,1204.0
4063507.0,1204.0
1012657.0,2029.17
4047731.0,1204.0
4015694.0,602.0
4007851.0,1204.0
4070812.0,1204.0
4038398.0,1204.0
4035700.0,5458.09
1007653.0,1128.0
4047489.0,1204.0
4019674.0,1204.0
4070551.0,1204.0
4061883.0,1204.0
1011703.0,222.39
4025474.0,602.0
4016610.0,1204.0
4046596.0,1204.0
4030689.0,602.0
4047444.0,1204.0
4061343.0,1204.0
4041055.0,1204.0
4085324.0,602.0
4022486.0,602.0
4031776.0,556.14
4025894.0,1278.7
4021617.0,2185.38
4040037.0,1204.0
1004954.0,1128.0
4052004.0,1204.0
4061626.0,1204.0
1013510.0,358.12
4057827.0,1204.0
1005240.0,1128.0
4002948.0,1204.0
4077835.0,1204.0
4051789.0,138.78
4051789.0,556.14
4063603.0,1204.0
4041681.0,1204.0
4063594.0,1204.0
4064284.0,556.14
4054241.0,1204.0
4065341.0,1204.0
1010328.0,1607.84
4050469.0,958.53
4050469.0,1204.0
4082417.0,1204.0
4021899.0,716.12
4070032.0,172.24
4003443.0,1204.0
4020330.0,819.81
1011801.0,1128.12
4036093.0,1204.0
1013087.0,1128.12
4012259.0,192.26
4012259.0,1204.0
4052615.0,398.96
4037514.0,61469.0
5244.0,5340.29
4053977.0,1204.0
4080433.0,1204.0
1008302.0,1128.12
4058436.0,1204.0
4037080.0,1204.0
4007365.0,1320.0
4043716.0,1204.0
4008268.0,33441.0
4085805.0,1182.58
3024996.0,1204.0
4041260.0,1204.0
1012773.0,4163.88
4072585.0,556.14
4011154.0,1204.0
1012773.0,2315.77
4020895.0,602.0
4040499.0,774.16
4035072.0,452.83
4037670.0,556.14
4033207.0,1204.0
4014752.0,1204.0
4012465.0,1204.0
1008667.0,1015.53
4047516.0,1204.0
4082475.0,1204.0
4061095.0,300.0
4050810.0,602.0
4081160.0,1204.0
4027509.0,5287.86
4005177.0,687.96
4035105.0,554.02
4073213.0,139477.15
4073213.0,15600.0
1014349.0,564.06
4034583.0,556.14
4016745.0,677.15
1013426.0,107.57
4058794.0,31232.0
4058794.0,1204.0
4002214.0,556.14
4027973.0,1204.0
4052182.0,1204.0
4045700.0,1204.0
4012885.0,1204.0
4054739.0,602.0
4039127.0,1204.0
1007250.0,1128.12
4064577.0,1204.0
4016441.0,1204.0
4005758.0,2471.48
4042872.0,120.99
4026049.0,1204.0
4043065.0,1204.0
4019124.0,1204.0
4041088.0,556.14
4041088.0,1204.0
4041089.0,1204.0
4078582.0,1204.0
4080438.0,1204.0
4043603.0,1204.0
4049776.0,1204.0
4023895.0,774.92
4023895.0,2797.05
4056528.0,1159.83
4015270.0,1204.0
4023632.0,602.0
4024225.0,313.21
4020653.0,1204.0
4005425.0,79.53
4005425.0,5814.51
4007531.0,1204.0
4052004.0,1204.0
4057761.0,766.03
4035826.0,1204.0
4005408.0,556.14
4055602.0,1204.0
1000962.0,2724.27
4051586.0,1204.0
4044642.0,1204.0
4075033.0,1595.82
4033289.0,1204.0
4080286.0,1204.0
1007277.0,564.06
4014414.0,106.93
4051316.0,1204.0
4086196.0,1204.0
1011294.0,1128.12
4080235.0,602.0
4082603.0,1204.0
4046192.0,19976.0
4046192.0,6253.46
4020398.0,1204.0
4060447.0,1204.0
4051496.0,556.14
4051496.0,4856.0
4079729.0,1198.0
4011016.0,1204.0
4062363.0,1204.0
4030042.0,1204.0
4078395.0,1204.0
4048199.0,556.14
4056804.0,1204.0
4064483.0,1204.0
4056353.0,1204.0
4077613.0,1204.0
4081907.0,268.16
4081907.0,1204.0
4063785.0,1204.0
4065744.0,90.23
1003729.0,235.88
4039201.0,1204.0
4044428.0,1204.0
4041112.0,1204.0
4049331.0,1204.0
4048115.0,1204.0
4007691.0,9275.71
4007691.0,1204.0
4042560.0,1204.0
4044746.0,1204.0
4081294.0,1204.0
4007637.0,6372.0
4007637.0,1204.0
4081695.0,526.92
4041195.0,1204.0
4061420.0,602.0
606.0,1840.14
4021048.0,1204.0
4046900.0,1204.0
4012477.0,1204.0
4074158.0,1204.0
4031494.0,1031.0
4031494.0,1204.0
4082423.0,1204.0
4012303.0,1204.0
4027166.0,1204.0
4052723.0,1204.0
4001645.0,1204.0
4083869.0,289.3
4002015.0,1204.0
4031494.0,2229.81
4031494.0,1204.0
4065985.0,1204.0
4075189.0,660.0
4066572.0,602.0
5070256.0,1204.0
5063479.0,1368.1
5063479.0,1204.0
5005064.0,1204.0
5056636.0,7719.41
5056636.0,6695.38
5040521.0,1204.0
5016240.0,1204.0
5001055.0,2351.15
5001055.0,1204.0
5033876.0,2073.1
1014102.0,1128.0
5057795.0,400.0
5057795.0,1204.0
5039105.0,1204.0
5052145.0,1204.0
5027513.0,1204.0
5059939.0,602.0
5041875.0,1204.0
5045482.0,2622.42
5045482.0,1204.0
5081027.0,699.55
5055235.0,1204.0
5030687.0,1204.0
5023829.0,1204.0
1007241.0,1128.12
1003301.0,1128.12
5002107.0,1204.0
5066950.0,1204.0
5076852.0,1204.0
424.0,989.64
1014620.0,1128.12
5083143.0,1204.0
5067675.0,1001.9
5043343.0,1204.0
5039277.0,1779.0
5047535.0,602.0
5064210.0,1204.0
5044190.0,1204.0
5083726.0,1204.0
5084556.0,179.73
5018232.0,1204.0
5014156.0,1204.0
5032837.0,1204.0
5002231.0,2092.47
5002231.0,1204.0
5006485.0,1204.0
5001493.0,1204.0
5058185.0,1204.0
5062148.0,668.75
5062148.0,1204.0
5047794.0,909.61
5056329.0,1204.0
5035774.0,4164.18
5035774.0,5937.49
5079390.0,1204.0
5034703.0,1204.0
5064444.0,1204.0
5036890.0,1204.0
5036140.0,1204.0
5029693.0,1204.0
5063277.0,1204.0
5017407.0,1204.0
5039246.0,1204.0
1007506.0,7056.45
5039416.0,1204.0
5073806.0,1204.0
1007506.0,1128.12
5067354.0,1204.0
5085144.0,1204.0
5048690.0,1204.0
5027708.0,1204.0
1013626.0,1128.12
5075380.0,1204.0
5060234.0,1204.0
5032922.0,10935.51
5032922.0,4500.0
5080807.0,602.0
5073014.0,1204.0
5030501.0,494.78
5020584.0,1204.0
1003662.0,3088.87
5078850.0,6035.49
5075110.0,740.44
1003662.0,1128.12
5055089.0,85552.27
5061116.0,3439.19
1011570.0,360.4
5040284.0,602.0
5051311.0,1204.0
5070811.0,1400.0
5046810.0,1204.0
5021567.0,1204.0
5028893.0,1204.0
5074038.0,1204.0
5082630.0,1605.34
5003685.0,851.81
5028539.0,1030.13
5008939.0,556.14
5072026.0,1204.0
1013710.0,8390.0
5014954.0,1204.0
5081905.0,1400.0
5072856.0,1204.0
5048404.0,1204.0
5071120.0,1204.0
5032255.0,2500.0
5063255.0,1204.0
5068893.0,1204.0
5054311.0,1204.0
5036378.0,289.43
4006440.0,1204.0
1013313.0,41689.45
5033118.0,644.78
5033118.0,602.0
5065154.0,1204.0
1013313.0,1128.0
5007162.0,1204.0
5041273.0,1204.0
5034866.0,15484.0
5034866.0,1028.32
5048135.0,1204.0
5064035.0,1204.0
5081773.0,1204.0
5058226.0,1204.0
5049713.0,602.0
5049764.0,1204.0
5057286.0,1204.0
5047478.0,1204.0
5049396.0,3700.0
5030955.0,1204.0
5013775.0,1204.0
830.0,1442.75
5001182.0,400.0
5000284.0,1204.0
5067398.0,660.0
5021552.0,1204.0
5006168.0,6821.81
5006168.0,1204.0
5005661.0,1343.4
5009076.0,556.14
5009076.0,661.52
5033716.0,1653.43
5074924.0,8033.42
5019077.0,602.0
5013992.0,1542.0
1014923.0,1128.12
5011594.0,1204.0
5038739.0,602.0
5040790.0,1204.0
1002830.0,1128.12
5038974.0,1204.0
5070016.0,1204.0
5006977.0,1204.0
5049809.0,26526.3
5059761.0,1204.0
5027082.0,1204.0
5012034.0,622.8
5012034.0,400.0
5047846.0,602.0
5025542.0,1204.0
5046589.0,1204.0
5020176.0,1204.0
5049153.0,1204.0
5014887.0,9000.0
5052927.0,6070.0
5052927.0,1107.99
5037084.0,1204.0
5068147.0,125847.05
5031877.0,1204.0
5018545.0,1204.0
1011719.0,1128.12
5018552.0,1215.16
5086043.0,1204.0
5045717.0,1204.0
5007080.0,1204.0
4232.0,532.4
5030669.0,1204.0
5077022.0,1003.71
5003019.0,1204.0
5066601.0,1767.71
5003268.0,587.05
5082438.0,1204.0
5005443.0,602.0
5056448.0,232.0
5074510.0,1204.0
5029953.0,5327.15
5057190.0,106.46
5007075.0,1873.93
5056081.0,602.0
5000262.0,1204.0
5023645.0,602.0
5074196.0,1204.0
5041605.0,1204.0
1010794.0,564.0
5021112.0,1204.0
5060401.0,1204.0
5027632.0,1204.0
5054189.0,573.25
1001281.0,9189.47
5052226.0,420.0
5042613.0,789.83
5042613.0,1204.0
5066769.0,1204.0
5084652.0,602.0
5042276.0,1204.0
1011655.0,2490.25
5039032.0,4046.95
5081432.0,1204.0
5055342.0,7652.15
5055342.0,1204.0
5056215.0,3198.4
5056215.0,1204.0
5056276.0,3422.0
5027056.0,1204.0
5021521.0,1204.0
5004747.0,1320.0
5065794.0,1204.0
5002098.0,556.14
5002207.0,529.02
5079819.0,1204.0
5067124.0,1440.28
5016276.0,1204.0
1006219.0,1128.0
5086396.0,602.0
5082589.0,1204.0
5057138.0,100.46
5076796.0,8573.66
5026061.0,1204.0
5083592.0,1204.0
5006240.0,1204.0
5053179.0,556.14
5053179.0,1204.0
5035360.0,1204.0
5017495.0,1750.04
5023046.0,1204.0
5076287.0,970.27
5062480.0,602.0
5052103.0,1204.0
5064343.0,1204.0
5042321.0,1204.0
5028281.0,556.14
5060194.0,49420.0
5068786.0,1204.0
5061665.0,1204.0
5064763.0,83.73
5064763.0,602.0
5057192.0,1204.0
5024525.0,1055.94
5047867.0,1204.0
5083320.0,1204.0
5066794.0,1204.0
5059321.0,1204.0
1002932.0,1128.12
5024984.0,1204.0
5038213.0,1204.0
5020009.0,1204.0
5034647.0,896.25
5036521.0,902.78
5076697.0,1204.0
5047793.0,1290.35
1013548.0,1128.12
5003722.0,1204.0
5036469.0,1320.0
1003055.0,1128.12
5008262.0,1204.0
5043802.0,1204.0
1014420.0,1128.0
5058359.0,1204.0
5079062.0,1204.0
5079000.0,1204.0
5072582.0,1204.0
5004356.0,1204.0
1013766.0,1128.12
1014028.0,1128.12
5031593.0,9387.19
5077810.0,651.99
5034401.0,1204.0
5044554.0,1760.2
5066191.0,667.74
5023190.0,1204.0
5026744.0,556.14
5026744.0,1204.0
5014164.0,1647.13
5060900.0,1204.0
5069023.0,1204.0
5057257.0,1286.26
5021912.0,1204.0
5042821.0,205.0
1010915.0,5978.06
5080428.0,1204.0
5007841.0,1204.0
5005904.0,1204.0
5072061.0,483.32
5073342.0,2243.86
5085393.0,1204.0
5082614.0,800.0
5082614.0,3694.85
5078247.0,1204.0
5066127.0,1204.0
5070153.0,1204.0
5018753.0,51.43
5018753.0,1320.0
5041597.0,1204.0
1009233.0,1128.12
5073104.0,556.14
5062704.0,1204.0
5001269.0,266.72
5071833.0,1204.0
5074613.0,763.41
1013257.0,1128.0
5046884.0,1204.0
1741.0,2975.68
5066628.0,105.3
5061058.0,556.14
5011027.0,556.14
5011027.0,1320.65
5041230.0,99260.24
5041230.0,1320.0
5072072.0,1204.0
5063912.0,602.0
1015137.0,1128.0
5082025.0,602.0
5066859.0,1204.0
5027513.0,1204.0
5083923.0,12136.0
5083923.0,1204.0
5073672.0,1214.95
5040721.0,556.14
5040721.0,747.0
5031605.0,1270.06
5031605.0,1174.87
5055699.0,602.0
5017319.0,1204.0
5056907.0,1204.0
5027416.0,1204.0
5023638.0,1204.0
5062277.0,568.72
5017550.0,3125.0
5017550.0,1204.0
5083898.0,370.97
5083898.0,101.66
5047568.0,556.14
5047568.0,1204.0
5056471.0,1204.0
5057941.0,750.82
5042885.0,1230.98
1010967.0,4103.84
5051884.0,1204.0
5005106.0,1204.0
5075919.0,5225.72
5012137.0,1204.0
5011970.0,1204.0
5076382.0,1204.0
5044347.0,13.51
5063263.0,660.0
5064101.0,91.5
5086149.0,1204.0
1001463.0,1128.0
5030730.0,1204.0
5065649.0,1204.0
3362.0,4166.79
5052410.0,312.23
5067594.0,1204.0
5023015.0,602.0
5077619.0,556.14
1013718.0,1128.12
5074038.0,191.97
5040324.0,660.0
5024852.0,1204.0
5024852.0,1204.0
5076773.0,2834.75
5056761.0,1204.0
5007943.0,4024.0
5007943.0,1989.5
5039929.0,1204.0
5002911.0,257.26
5068396.0,1204.0
5040782.0,1204.0
5030461.0,1204.0
1007626.0,1128.12
5068241.0,1204.0
5046239.0,1320.0
5043547.0,602.0
5086558.0,1204.0
5075242.0,1204.0
5030293.0,1204.0
5017934.0,1204.0
5073689.0,1204.0
5040771.0,556.14
5049126.0,1204.0
5076919.0,556.14
5076919.0,1204.0
5014750.0,50000.0
1013992.0,1128.0
5044427.0,1204.0
5013915.0,792.0
5013915.0,1204.0
5065811.0,2519.39
5046000.0,1204.0
5083791.0,1204.0
5077815.0,1204.0
5068525.0,1204.0
5076543.0,1204.0
5020238.0,1204.0
5040796.0,1204.0
5084957.0,90.89
5075890.0,1204.0
5040684.0,1294.52
5066871.0,1516.06
5066871.0,99.99
1002522.0,1118.29
5076697.0,602.0
5084577.0,1204.0
5051534.0,1204.0
5020318.0,33620.84
5020318.0,1204.0
5037762.0,1320.0
5047624.0,20718.0
5047624.0,1204.0
5076955.0,1204.0
5052328.0,1204.0
5018519.0,1927.62
5041174.0,602.0
1007813.0,1128.0
5013405.0,516.03
5052868.0,1204.0
1009727.0,1128.0
5030844.0,1204.0
5033465.0,200885.0
5033465.0,260.0
5057974.0,1204.0
5036146.0,820.74
5041524.0,1204.0
5034076.0,1204.0
5066136.0,1204.0
5060914.0,2969.9
1004868.0,1643.21
5017684.0,898.0
5017684.0,602.0
5082100.0,1204.0
5069205.0,1204.0
2776.0,679.09
5049554.0,696.19
5032859.0,1204.0
1011842.0,1066.72
5062526.0,11403.27
5045581.0,1204.0
5006041.0,1204.0
5061693.0,1204.0
5064403.0,1204.0
5061394.0,1204.0
5064567.0,682.7
1002200.0,1128.0
5064567.0,1204.0
5029445.0,373.5
5029445.0,739.27
5057175.0,556.14
5082750.0,1204.0
5074511.0,1204.0
1004039.0,1841.84
5045145.0,1320.0
5051223.0,1204.0
5079766.0,1933.95
5064884.0,180.0
1010591.0,1128.12
5081152.0,1204.0
5054363.0,1320.0
5013745.0,1204.0
1015412.0,1128.12
5015010.0,1127.6
5015010.0,1204.0
5063026.0,1204.0
1013165.0,1128.12
5067116.0,602.0
5055144.0,1204.0
5013227.0,1204.0
5082770.0,1204.0
5060532.0,1204.0
5059787.0,86.71
1014080.0,34.65
5056437.0,747.0
5019837.0,1204.0
1014337.0,564.06
5000325.0,1204.0
5021275.0,2142.92
5081994.0,1320.0
5078360.0,3000.0
5078360.0,8749.09
5074974.0,1204.0
5056740.0,1204.0
5045296.0,84.92
5042763.0,1204.0
5074686.0,1204.0
5041364.0,1204.0
5033436.0,602.0
5080914.0,1204.0
5075446.0,636.68
5058855.0,602.0
5075009.0,17378.0
5075009.0,9110.0
5008860.0,622.25
5032897.0,664.56
5064393.0,338.52
5025757.0,602.0
5074246.0,1204.0
5007916.0,1204.0
5042180.0,68361.0
5037261.0,1320.0
5064881.0,9804.13
5019979.0,1204.0
5058120.0,400.0
5058120.0,1320.0
5067211.0,1320.0
5082644.0,602.0
5061418.0,1204.0
5040352.0,3979.79
5084855.0,1204.0
5011340.0,1204.0
5049508.0,660.0
5012369.0,7000.0
5012369.0,862.65
5019247.0,547.62
5046427.0,1204.0
5061890.0,1204.0
1009990.0,1128.0
5063524.0,660.0
1012815.0,1128.0
5024853.0,1000.0
5060366.0,127.97
5005232.0,1320.0
5071514.0,923.54
5084115.0,1204.0
1014534.0,1128.12
5032972.0,1204.0
5086369.0,1326.66
5060100.0,1204.0
5051686.0,214.87
5013658.0,1204.0
5017445.0,556.14
1006724.0,1128.12
5050056.0,1204.0
5017674.0,1320.0
5068370.0,1320.0
5065936.0,1204.0
1009678.0,1128.12
5046256.0,7000.0
5046256.0,1204.0
5037814.0,8098.07
5043261.0,1157.16
5037553.0,1320.0
5082001.0,556.14
5062319.0,263.86
5006641.0,1320.0
5074452.0,1320.0
5075740.0,4327.02
5065235.0,1204.0
5028578.0,1204.0
5005978.0,1204.0
5036957.0,3153.0
5036957.0,1204.0
5048039.0,89.7
5006707.0,11100.5
5006707.0,124.99
5045065.0,1320.0
5084272.0,3204.88
5040796.0,1320.0
5003632.0,1356.14
5003632.0,131.76
5060549.0,1204.0
5034764.0,602.0
5055746.0,1320.0
5021636.0,12905.0
5022518.0,1204.0
5044733.0,556.14
5044733.0,1204.0
5056809.0,1320.0
5054160.0,1204.0
5046005.0,387.07
5038556.0,711.43
5077550.0,1204.0
5051593.0,1204.0
5018604.0,9806.0
5018604.0,2089.04
5042232.0,1320.0
5038778.0,1204.0
5060157.0,1320.0
5043758.0,4085.14
5043758.0,1204.0
5077686.0,1204.0
5004684.0,556.14
5017577.0,1320.0
5006168.0,1204.0
5012330.0,1204.0
5049240.0,1204.0
5084142.0,893.81
5084142.0,1204.0
5014294.0,1204.0
5030581.0,1691.04
5030581.0,4300.0
5044733.0,1320.0
5040825.0,2040.38
5011234.0,747.0
5078909.0,1204.0
5051298.0,93.55
5085072.0,1204.0
1001106.0,1128.12
5005770.0,1.95
5078523.0,1204.0
5004756.0,1320.0
5042186.0,1320.0
5028048.0,602.0
5050255.0,1320.0
1012456.0,1128.0
5011166.0,1320.0
5037336.0,3224.38
5037336.0,1204.0
5073378.0,556.14
5078917.0,22000.0
5078917.0,1204.0
5050175.0,602.0
5011617.0,602.0
5034987.0,602.0
5002145.0,4232.66
1013689.0,4024.11
5026409.0,1320.0
5041560.0,1320.0
1013689.0,1128.0
5073521.0,1320.0
5004695.0,1204.0
5062947.0,2624.6
5073499.0,1204.0
5034791.0,556.14
5034791.0,602.0
5049711.0,1204.0
5064061.0,787.15
5064061.0,1204.0
5069201.0,1320.0
5016744.0,1217.47
5015866.0,3116.7
5029363.0,417.35
5043879.0,1204.0
